VM,Powerstate,Template,SRM Placeholder,VM Version,Tools,Tools Version,Required Version,Upgradeable,Upgrade Policy,Sync time,App status,Heartbeat status,Kernel Crash state,Operation Ready,State change support,Interactive Guest,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VMRef,VM ID,VM UUID,VMs,VI SDK Server,VI SDK UUID
ecbrprq50,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),333,vm-1605,423e80dd-bd36-45e5-e57d-dc99b60d7706,,172.20.1.174,172.20.1.174
ecbrprq52,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),30,vm-3039,423ec830-8a05-8553-ea79-8508c157e9b1,,172.20.1.174,172.20.1.174
ecbrprq55,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),193,vm-4202,422ee386-7506-8060-a120-da421dd8b299,,172.20.1.174,172.20.1.174
ecbrprq58,poweredOn,False,False,13,toolsOk,12448,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),162,vm-5387,422e9cf0-b607-0010-21e1-9399a2f5ec5e,,172.20.1.174,172.20.1.174
ecbrprq59,poweredOn,False,False,13,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 17:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),323,vm-5714,422e528b-8e3f-5687-6e15-66d45ec796a1,,172.20.1.174,172.20.1.174
ecbrprq62,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),47,vm-10167,4c43efd1-098b-45a8-8745-55e78037bfff,,172.20.1.174,172.20.1.174
ecbrprq64,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),67,vm-7500,422e6639-3aa6-32e6-3707-b7f5ddf7c234,,172.20.1.174,172.20.1.174
ecbrprq68,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),15,vm-45200,422e0e64-5689-0051-57b9-19bdd12af5ec,,172.20.1.174,172.20.1.174
ecbrprq69,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),58,vm-33763,422ed1dc-833d-6102-deef-006668a6ffad,,172.20.1.174,172.20.1.174
ecbrprq70,poweredOn,False,False,19,toolsOld,12416,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),305,vm-36322,422eb63a-0bf1-cb2c-450b-c5812def1371,,172.20.1.174,172.20.1.174
ecbrprq71,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:07:21 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),278,vm-46753,422e3254-84bc-2920-5399-8d3f0c457d1d,,172.20.1.174,172.20.1.174
ecbrprq72,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),5,vm-55040,422eae7a-52a2-13c1-8b74-72c3946c9982,,172.20.1.174,172.20.1.174
ecbrprs01,poweredOn,False,False,8,toolsOld,9359,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),243,vm-878,423e96bb-b3d9-fce2-572e-efd17e4f90c0,,172.20.1.174,172.20.1.174
ecbrprs02,poweredOn,False,False,8,toolsOld,9226,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),294,vm-879,423e5664-e8e1-5b03-0252-10ed5f8ba137,,172.20.1.174,172.20.1.174
ecbrprsi11,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 21:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),343,vm-21461,422e1ba5-d5a6-8d6f-7d16-bff18fb377bc,,172.20.1.174,172.20.1.174
ecbrprsi12,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 21:00:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),279,vm-21460,422e9341-6e1f-d259-36ca-771a0519ea71,,172.20.1.174,172.20.1.174
ECBRPRSI13,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 21:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),13,vm-48555,422e80a2-0858-2f54-d396-97557a37954a,,172.20.1.174,172.20.1.174
ECBRPRSI14,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 21:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),12,vm-48556,422e1515-3dba-bb1b-9b92-6a34b54fc814,,172.20.1.174,172.20.1.174
ecbrprsm1,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 17:24:34 2025 -0500,ecbrprps1.bgr.com,TestToCloud",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),20,vm-42336,422e6675-0a6d-2453-0a53-57c78f6e852c,APLICACIONES,172.20.1.174,172.20.1.174
ecbrprsm4,poweredOn,False,False,21,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:22 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),11,vm-48550,422e2351-6d49-ff3d-ef4a-5016626ea69f,,172.20.1.174,172.20.1.174
ecbrprsp01,poweredOn,False,False,8,toolsOk,12448,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),303,vm-14330,33b856a5-e49b-4bb3-b225-ccd128c75b4d,,172.20.1.174,172.20.1.174
ecbrprsr1,poweredOff,False,False,19,toolsNotRunning,12389,12448,No,manual,False,none,appStatusGray,False,False,False,False,,"Tue Jul  8 20:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),,21,vm-39419,422e03d3-0405-e305-6fd8-52c21d2c6931,,172.20.1.174,172.20.1.174
ecbrprsrm1,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),80,vm-462,423e68a3-d649-3201-893f-bf7b452e6b15,,172.20.1.174,172.20.1.174
ecbrprti01,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),341,vm-10561,336bef65-efc5-43c2-9342-257f0e2da377,,172.20.1.174,172.20.1.174
ecbrprti02,poweredOn,False,False,10,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),335,vm-7520,2f3de766-1a4f-487e-80ab-2748f98c5b6c,,172.20.1.174,172.20.1.174
ecbrprti03,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),90,vm-7296,630447bd-1035-4127-9e75-bc7c2af1f0c4,,172.20.1.174,172.20.1.174
ecbrprti05,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),244,vm-5841,422e117f-bafc-911a-ec19-e17a55cf2a16,,172.20.1.174,172.20.1.174
ecbrprti06,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Wed Jul  9 00:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),296,vm-5842,422e2c2a-d0bd-1b6d-346b-afa78cf0e4c8,,172.20.1.174,172.20.1.174
ecbrprti08,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 20:00:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_TOOLS_COLABORATIVAS",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),75,vm-22954,422e1ec7-6d3e-3d7a-66cf-73a2ef718b10,,172.20.1.174,172.20.1.174
ecbrprti09,poweredOn,False,False,21,toolsOld,12416,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2025 (64-bit),6,vm-54915,422eff43-3f28-20b3-faf8-1bd9f314a744,,172.20.1.174,172.20.1.174
ecbrprvc3,poweredOn,False,False,10,toolsOk,12389,12448,No,manual,True,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Other 3.x or later Linux (64-bit),VMware Photon OS (64-bit),107,vm-23043,422ed7f8-8018-75fa-0d38-57bd49c4f869,,172.20.1.174,172.20.1.174
ECBRPRVM01,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),325,vm-53224,422e27a9-2a5e-8f83-cb98-f71e3ceda7c4,,172.20.1.174,172.20.1.174
ecbrprw01,poweredOn,False,False,7,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:01:40 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),124,vm-14290,4dae3d98-1950-4072-810e-b5b546e64b1a,,172.20.1.174,172.20.1.174
ecbrprw02,poweredOn,False,False,10,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:01:40 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),255,vm-14292,d51122c8-22aa-4a4b-bdfd-e524b5453fc3,,172.20.1.174,172.20.1.174
ecbrprw03,poweredOn,False,False,7,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Tue Jul  8 20:02:05 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),284,vm-14289,f2e27bfd-ce07-4337-996a-8e29555e5556,,172.20.1.174,172.20.1.174
ecbrprw04,poweredOn,False,False,7,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:02:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),337,vm-19361,6eb6fd9f-09e5-4319-99b2-793579bdec8d,,172.20.1.174,172.20.1.174
ecbrprw06,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:02:50 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),52,vm-14327,7a297245-cbea-4952-992e-8afdb68c88ad,,172.20.1.174,172.20.1.174
ecbrprw07,poweredOn,False,False,7,toolsOld,10341,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:03:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2008 (64-bit),Microsoft Windows Server 2008 (64-bit),298,vm-14293,42b0beba-4dd1-4753-a36d-5b1b97e6de27,,172.20.1.174,172.20.1.174
ecbrprw08,poweredOn,False,False,7,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:03:30 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),61,vm-14282,1791181a-b9ad-4854-9743-0a2eaa53876a,,172.20.1.174,172.20.1.174
ecbrprw15,poweredOn,False,False,7,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:03:53 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),198,vm-14324,da2c326e-af8c-4214-b8df-eb797be75e10,,172.20.1.174,172.20.1.174
ecbrprw16,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:04:05 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),246,vm-14320,6e52ec16-7e5f-4d95-9ddd-08a350743464,,172.20.1.174,172.20.1.174
ecbrprw17,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:04:32 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),135,vm-14276,04015500-6935-477c-b895-49f62984dc35,,172.20.1.174,172.20.1.174
ecbrprw19,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:05:09 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),186,vm-14319,deb78018-ca2e-4f3d-ba2a-f54697f917f5,,172.20.1.174,172.20.1.174
ecbrprw20,poweredOn,False,False,10,toolsOld,10341,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:05:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),114,vm-14335,9813e3b3-17f3-44f3-b52f-6c602ab24d4f,,172.20.1.174,172.20.1.174
ecbrprw25,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:05:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),63,vm-14272,364be988-25dc-4dd2-9373-2ca019d5562d,,172.20.1.174,172.20.1.174
ecbrprw27,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:05:22 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),315,vm-14326,6422b2db-4991-439c-afcc-94023507102e,,172.20.1.174,172.20.1.174
ecbrprw29,poweredOn,False,False,8,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:05:23 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),136,vm-14275,69840ffa-15b3-4f1a-825c-acacfe29135f,,172.20.1.174,172.20.1.174
ecbrprw30,poweredOn,False,False,8,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:06:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),274,vm-14288,67dfd1ed-820c-4338-a38c-913147f3e07e,,172.20.1.174,172.20.1.174
ecbrprw31,poweredOn,False,False,8,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:07:04 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),240,vm-14284,9ddab1c2-dcd9-4051-b44a-622f9499a8a0,,172.20.1.174,172.20.1.174
ecbrprw32,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,"Servidor de tarificación de TEUNO, se encuentra conectado fisicamente un usb por el licenciamiento de la aplicacion SACET.","Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),281,vm-991,423e1fca-3039-3131-e6f6-c7e608b58dd8,,172.20.1.174,172.20.1.174
ecbrprw33,poweredOn,False,False,13,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),268,vm-14297,28da75c5-2866-4c22-a8fa-ad47bc084bdc,,172.20.1.174,172.20.1.174
ecbrprw35,poweredOn,False,False,10,toolsOk,12448,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),272,vm-14325,6e2bb03b-cec6-45fb-b42d-0355ba7cb590,,172.20.1.174,172.20.1.174
ecbrprw38,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),257,vm-14287,40dd6903-5ceb-4eed-8504-caf2aa8f6f2f,,172.20.1.174,172.20.1.174
ECBRPRW38_RFC1335,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),2,vm-57461,422e11f8-08d8-efb2-a481-467be7ae6a5b,,172.20.1.174,172.20.1.174
ecbrprw39,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),241,vm-14277,0ffae6b4-c099-460a-bdb7-6864aafd0478,,172.20.1.174,172.20.1.174
ecbrprw43,poweredOn,False,False,13,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Wed Jul  9 00:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),116,vm-14278,c4dcd5b4-db30-4ec2-ac34-ff2536108807,,172.20.1.174,172.20.1.174
ecbrprw44,poweredOn,False,False,10,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01_Replicados",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),224,vm-14304,d9ae0789-3729-43cd-9ef6-2117c0b2d609,,172.20.1.174,172.20.1.174
ecbrprw44_RESTORE_REQ_2025-045998,poweredOff,False,False,21,toolsNotInstalled,0,12448,No,manual,True,,,False,False,False,False,,"""Wed Jul  2 20:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01_Replicados""",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),,287,vm-57415,422eb824-1e29-c3c3-e86b-fb1557ffed7a,,172.20.1.174,172.20.1.174
