VM,Powerstate,Template,SRM Placeholder,VM Version,Tools,Tools Version,Required Version,Upgradeable,Upgrade Policy,Sync time,App status,Heartbeat status,Kernel Crash state,Operation Ready,State change support,Interactive Guest,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VMRef,VM ID,VM UUID,VMs,VI SDK Server,VI SDK UUID
bgr186a01,poweredOn,False,False,7,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Tue Jul  8 20:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 (64-bit),285,vm-3577,564d0646-67de-3305-e882-5ece349e7958,,172.20.1.174,172.20.1.174
bgr186a05clon,poweredOn,False,False,19,toolsOld,7302,12288,Yes,manual,True,none,appStatusGray,False,True,True,False,"Servidor migrado de físico a virtual, no encender sin previa confirmación de DLL.",,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),23,vm-35602,422e247c-a602-2763-dcc0-24efbc475354,,172.20.1.174,172.20.1.174
bgr186d01,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),260,vm-10658,422e56b9-c9db-30b6-b6ed-4699c85e08c9,,172.20.1.174,172.20.1.174
bgr186d03,poweredOn,False,False,14,toolsOld,11333,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP/Discovered virtual machine,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),360,vm-4489,422e7bea-aa16-f5fe-d76a-a07e72f4844a,,172.20.1.174,172.20.1.174
bgr186h01,poweredOn,False,False,7,toolsOld,9359,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Tue Jul  8 20:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),26,vm-758,564db87b-4f63-a66f-afad-c727c92b7053,,172.20.1.174,172.20.1.174
bgr186h02,poweredOn,False,False,10,toolsOld,9359,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Tue Jul  8 20:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2003 (32-bit),Microsoft Windows Server 2003 Standard (32-bit),85,vm-877,423e6244-7c4a-a335-030b-382b60c888f7,,172.20.1.174,172.20.1.174
bgr186pr1,poweredOn,False,False,9,toolsOld,9226,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP/Discovered virtual machine,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),359,vm-3217,423e8011-95b9-9413-500c-a7c87ea00391,,172.20.1.174,172.20.1.174
bgr186q01,poweredOn,False,False,10,toolsOld,9359,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Sun Jul  6 12:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP,Microsoft Windows Server 2003 (32-bit),Microsoft Windows Server 2003 (32-bit),101,vm-4022,564db67e-90ef-94fa-e21d-1e1c0f830a22,,172.20.1.174,172.20.1.174
bgr186q02,poweredOn,False,False,10,toolsOld,9359,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2003 (32-bit),Microsoft Windows Server 2003 (32-bit),201,vm-4024,564d9160-42c5-3d45-8d91-a1a5eec8144d,,172.20.1.174,172.20.1.174
bgr186q05,poweredOn,False,False,7,toolsOld,10305,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2008 (64-bit),Microsoft Windows Server 2008 (64-bit),31,vm-3319,564d5a79-d1f0-fec0-35ee-716d7e0f4034,,172.20.1.174,172.20.1.174
bgr186qv1,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),317,vm-14329,075eb80c-5df6-4eb5-96a4-3bf3e9b38368,,172.20.1.174,172.20.1.174
bgr186vm1,poweredOn,False,False,7,toolsOld,8196,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows 2000 Server,Microsoft Windows 2000 Server,173,vm-880,564dae0c-7dc2-5441-b7fd-a50100de0ae5,,172.20.1.174,172.20.1.174
componentbgr,poweredOn,False,False,4,toolsOk,2147483647,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 00:00:11 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SinAccelerator",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Other Linux (64-bit),CentOS 7 (64-bit),236,vm-875,423e1745-cccb-8f58-d615-97393fa89266,,172.20.1.174,172.20.1.174
componentbgr3,poweredOn,False,False,19,toolsOk,11269,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,CentOS 7 (64-bit),CentOS 7 (64-bit),234,vm-14053,422ea114-c207-66b5-d3f8-6d80d60f40aa,,172.20.1.174,172.20.1.174
ecbgr012002,poweredOn,False,False,8,toolsOld,9226,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP/Discovered virtual machine,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),361,vm-3204,423e851b-18ce-525c-cd91-99a419cb4a01,,172.20.1.174,172.20.1.174
ecbrdsq04,poweredOn,False,False,14,toolsOld,11333,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),207,vm-17652,422eae5b-da61-0887-4792-963b102d1437,,172.20.1.174,172.20.1.174
ecbrlx01,poweredOn,False,False,8,toolsOk,10277,12288,No,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 02:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,CentOS 4/5/6 (64-bit),Red Hat Enterprise Linux 7 (64-bit),310,vm-4140,6519eff0-2799-425e-b147-34e66e714e7e,,172.20.1.174,172.20.1.174
ecbrlxav1,poweredOn,False,False,9,toolsOk,11360,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),290,vm-7272,422ef92c-16e8-9214-37c2-bc2bb406d0da,,172.20.1.174,172.20.1.174
ecbrpra03,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),121,vm-4201,422e622c-0b9e-4b6a-9abd-86e8dbd6affc,,172.20.1.174,172.20.1.174
ecbrprap1,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),225,vm-4831,422e7003-9695-67f6-1b35-47107df074e4,,172.20.1.174,172.20.1.174
ecbrprap10,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),148,vm-14269,2d9e737d-3b66-447b-90ed-ab569cb2d4f9,,172.20.1.174,172.20.1.174
ecbrprap12,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),71,vm-14271,31759c77-4193-46e6-8f4b-0e48725631c2,,172.20.1.174,172.20.1.174
ecbrprap13,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),39,vm-14268,353d7793-c0b6-42da-86ee-dea7ba423ec9,,172.20.1.174,172.20.1.174
ecbrprap14,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),159,vm-14270,6ee25a94-1c44-404c-9819-43249531e584,,172.20.1.174,172.20.1.174
ecbrprap15,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),299,vm-4224,422e094d-68ac-26e5-9fe7-613b63af50bc,,172.20.1.174,172.20.1.174
ecbrprap16,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),318,vm-14368,030c7e0c-1043-4071-bb73-6efcab35e6c6,,172.20.1.174,172.20.1.174
ecbrprap17,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),100,vm-14372,dea470c1-e029-4517-95a1-d717a0bb9e1c,,172.20.1.174,172.20.1.174
ecbrprap2,poweredOn,False,False,8,toolsOld,11265,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),51,vm-14584,dd11b0ed-34a8-4261-884a-01cb7eb39f34,,172.20.1.174,172.20.1.174
ecbrprap21,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),139,vm-14364,33660fa3-86d0-44e6-9dab-5c57d45ad66a,,172.20.1.174,172.20.1.174
ecbrprap23,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),132,vm-7739,422ebefa-1f64-221e-2aad-3c84a29c5825,,172.20.1.174,172.20.1.174
ecbrprap3,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2012 (64-bit),74,vm-459,423e1ffb-efe5-c0e7-9f5c-d298413d1247,,172.20.1.174,172.20.1.174
ecbrprap5,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),332,vm-460,423e3b5d-7fc2-2b0d-36da-ee149699fc88,,172.20.1.174,172.20.1.174
ecbrprap6,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),86,vm-14366,31a3ad8a-079e-47ea-b422-24b09641d607,,172.20.1.174,172.20.1.174
ecbrprap7,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),301,vm-14346,049a32f5-d6fb-47cf-bf3d-4b4a230130e2,,172.20.1.174,172.20.1.174
ecbrprarb01,poweredOn,False,False,8,toolsOld,11297,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 02:00:09 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),59,vm-349,423e861e-575b-99cf-47cc-b530c0fd3d3f,,172.20.1.174,172.20.1.174
ecbrprbi01,poweredOn,False,False,8,toolsOld,11333,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),192,vm-7618,422e52a6-99e8-7f3b-5dbd-12a7608bc95c,,172.20.1.174,172.20.1.174
ecbrprcas02,poweredOn,False,False,7,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),300,vm-873,564dfd77-d81e-a9a4-7c63-7eba2c09f949,,172.20.1.174,172.20.1.174
ecbrprcc01,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),106,vm-14310,a4f9aa17-767b-458e-90b8-45712cd23165,,172.20.1.174,172.20.1.174
ecbrprcert01,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),53,vm-45288,422ee8ae-b4e2-bfa6-4970-3fbfd4878f0a,,172.20.1.174,172.20.1.174
ecbrprcf01,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),261,vm-14312,a3664a02-07de-40b3-86e6-cce219d7b0fa,,172.20.1.174,172.20.1.174
ecbrprci1,poweredOn,False,False,10,toolsOld,10341,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:23 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),153,vm-992,423e1db7-a806-fa6a-a8e9-2b06f955b7e6,,172.20.1.174,172.20.1.174
ecbrprcl1,poweredOn,False,False,8,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),249,vm-10889,7bc24f36-5055-4d35-857f-c88c54b590d3,,172.20.1.174,172.20.1.174
ecbrprcl10,poweredOn,False,False,13,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),102,vm-7639,422e13e3-e4c2-a20f-6b97-d54f139638a8,,172.20.1.174,172.20.1.174
ecbrprcl11,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),65,vm-7699,422e4bfd-e481-0e16-623e-9fef295cedc2,,172.20.1.174,172.20.1.174
ecbrprcl12,poweredOn,False,False,21,toolsOld,12416,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),18,vm-43563,422e79e1-61bc-cbfb-0420-604a6470ad6a,,172.20.1.174,172.20.1.174
ecbrprcl13,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,Cluster movido a ECBRPRSX20 por petición de Bernardo Jaramillo en el CC RFC 2025-000413.,,DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),340,vm-10778,422ea5ca-0136-4ad4-7e39-37b9f1c37f05,,172.20.1.174,172.20.1.174
ecbrprcl14,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,Cluster movido a ECBRPRSX19 por petición de Bernardo Jaramillo en el CC RFC 2025-000413.,,DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),55,vm-10779,422e35ca-4d29-7d1f-a27a-e6690c1fa8e5,,172.20.1.174,172.20.1.174
ecbrprcl2,poweredOn,False,False,8,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),82,vm-7627,4a364e18-dc54-4a85-ad3e-d6f0a480da9a,,172.20.1.174,172.20.1.174
ecbrprcl5,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),174,vm-7668,422e47b5-e8de-4edb-0310-a5d7b9f8c48c,,172.20.1.174,172.20.1.174
ecbrprcl6,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),29,vm-7669,422e8b9c-1619-a537-8830-1d7210102541,,172.20.1.174,172.20.1.174
ecbrprcl7,poweredOn,False,False,8,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),259,vm-7633,422e9011-6005-cb79-ebe3-300c6e3a4376,,172.20.1.174,172.20.1.174
ecbrprcl8,poweredOn,False,False,8,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),339,vm-7635,422ec55b-b154-ff54-1987-a361ad2578f7,,172.20.1.174,172.20.1.174
ecbrprcl9,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),283,vm-7638,422eb18f-842d-98f7-dbda-ea21880a8577,,172.20.1.174,172.20.1.174
ecbrprct1,poweredOn,False,False,9,toolsOk,11269,12448,No,manual,False,none,appStatusGreen,False,True,True,False,,"Sat Jul  5 18:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Red Hat Enterprise Linux 6 (64-bit),CentOS 7 (64-bit),112,vm-993,423ee9f5-07fd-76e7-99a1-c051c32d90a4,,172.20.1.174,172.20.1.174
ecbrprct2,poweredOn,False,False,8,toolsOk,11269,12448,No,manual,True,none,appStatusGreen,False,True,True,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Red Hat Enterprise Linux 6 (64-bit),CentOS 7 (64-bit),97,vm-48232,9a95fe4b-7f59-4886-9bf1-60664cf15995,,172.20.1.174,172.20.1.174
ecbrprct3,poweredOn,False,False,11,toolsOk,11269,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),266,vm-5964,422e5ebb-29eb-1211-c7e9-d9206a6388ea,,172.20.1.174,172.20.1.174
ecbrprct4,poweredOn,False,False,11,toolsOk,2147483647,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),151,vm-5963,422ee461-ad9b-06cd-ca6e-526ed4182aaa,,172.20.1.174,172.20.1.174
ECBRPRE01,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),307,vm-27354,422e9e3d-31cb-a307-aa0b-223e40ba4a39,,172.20.1.174,172.20.1.174
ecbrpre02,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Sat Jul  5 21:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_SSI",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),22,vm-39411,422ea2ff-a8af-41ec-b6b3-447e3af4146e,,172.20.1.174,172.20.1.174
ecbrprebn01,poweredOff,False,False,13,toolsNotRunning,12325,12288,No,manual,False,none,appStatusGray,False,False,False,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),69,vm-10551,422e49e1-bfe4-73f6-c468-0127f3ec49f4,,172.20.1.174,172.20.1.174
