VM,Powerstate,Template,SRM Placeholder,# CPU,Sockets,# Cores,Max,Overall,Level,Shares,Reservation,Entitlement,DRS Entitlement,Limit,Hot Add,Hot Remove,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VMs,VI SDK Server,VI SDK UUID
ecbrprw58,poweredOn,False,False,6,3,2,17958,1107,normal,6000,0,1810,1137,-1,True,False,,"Wed Jul  9 00:05:35 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14285,74af19b6-1afd-4aaf-a1cc-10fc54f26333,,172.20.1.174,172.20.1.174
ECBRPRW58_RFC1335,poweredOn,False,False,6,3,2,17958,419,normal,6000,0,1810,419,-1,True,False,,,DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-57459,422e0e1d-d0cd-8be6-3fb9-1b07f8ed9127,,172.20.1.174,172.20.1.174
ecbrprw59,poweredOn,False,False,6,3,2,15564,907,normal,6000,0,1810,933,-1,True,False,,"Wed Jul  9 00:06:03 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14281,eabc4704-b091-4ea6-950b-b4e3be311baf,,172.20.1.174,172.20.1.174
ecbrprw60,poweredOn,False,False,6,3,2,15564,2386,normal,6000,0,1810,2516,-1,True,False,,"Wed Jul  9 00:06:41 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-2862,423ec853-a568-9da0-c8c5-a90c59a7d826,,172.20.1.174,172.20.1.174
ecbrprw62,poweredOn,False,False,2,1,2,5986,329,normal,2000,0,631,329,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14358,d875e4c4-2976-444a-89cc-53c2b0623d73,,172.20.1.174,172.20.1.174
ecbrprw63,poweredOn,False,False,2,1,2,5986,269,normal,2000,0,631,299,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14355,39d5a07c-ef66-4d28-bc5e-9113503890a7,,172.20.1.174,172.20.1.174
ecbrprw64,poweredOn,False,False,8,4,2,20752,674,normal,8000,0,2413,674,-1,True,False,,"Wed Jul  9 00:08:25 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14359,ed0e8bac-4e15-4a63-ae0d-133448c55cc9,,172.20.1.174,172.20.1.174
ecbrprw65,poweredOn,False,False,8,4,2,20752,415,normal,8000,0,2413,415,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14353,2688bc8a-e31f-4abf-8880-a8379d3cfb00,,172.20.1.174,172.20.1.174
ecbrprw68,poweredOn,False,False,4,2,2,10376,415,normal,4000,0,1212,389,-1,True,False,,"Sat Jul  5 08:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14303,b803d193-86ab-4f34-9e30-f09d1a85791e,,172.20.1.174,172.20.1.174
ecbrprw69,poweredOn,False,False,4,2,2,11972,478,normal,4000,0,1212,508,-1,True,False,,"Wed Jul  9 00:07:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14266,e12c2b6c-dc62-410a-903f-d2e825c865da,,172.20.1.174,172.20.1.174
ecbrprw70,poweredOn,False,False,4,2,2,10376,311,normal,4000,0,1212,285,-1,True,False,,"Wed Jul  9 00:07:42 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14361,a8ee3e01-9694-4a24-baa9-af69f911ac88,,172.20.1.174,172.20.1.174
ecbrprw71,poweredOn,False,False,4,2,2,10776,404,normal,4000,0,1212,404,-1,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14307,f0b8ef2f-c79c-4455-9244-1fd8830002b7,,172.20.1.174,172.20.1.174
ecbrprw72,poweredOn,False,False,4,4,1,11972,688,normal,4000,0,1212,718,-1,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-18554,422e9be3-22e4-135b-e1fa-209e5806f5c6,,172.20.1.174,172.20.1.174
ecbrprw73,poweredOn,False,False,10,10,1,25940,1167,normal,10000,0,3011,1167,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14274,e2728867-c158-42d9-afe5-1519ec0d5baf,,172.20.1.174,172.20.1.174
ecbrprw74,poweredOn,False,False,4,4,1,10376,337,normal,4000,0,1212,337,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14344,5e3ae060-353a-4bb4-a8ed-28c7b9f73454,,172.20.1.174,172.20.1.174
ecbrprw76,poweredOn,False,False,12,12,1,31128,1660,normal,12000,0,3614,1712,-1,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14363,aeec7231-0a63-4f61-8202-4871148675a0,,172.20.1.174,172.20.1.174
ecbrprw77,poweredOn,False,False,12,12,1,35916,2274,normal,12000,0,3614,2035,-1,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14371,ccfcd97c-7500-43c2-b937-eab6b4528221,,172.20.1.174,172.20.1.174
ECBRPRW77_RFC1335,poweredOn,False,False,12,12,1,31128,804,normal,12000,0,3614,778,-1,True,False,,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-57465,422ee8bb-97ea-d763-8771-64b06d9f8346,,172.20.1.174,172.20.1.174
ecbrprw83,poweredOn,False,False,8,8,1,20752,337,normal,8000,0,2413,337,-1,True,False,,"Sat Jul  5 02:01:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_03",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14345,038c846a-d8f0-4d19-84b3-1b2b4645d19e,,172.20.1.174,172.20.1.174
ecbrprw85,poweredOn,False,False,4,4,1,10376,726,normal,4000,0,1212,726,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14365,efd4125d-d9b4-4b62-b1d7-7d94f0adf42b,,172.20.1.174,172.20.1.174
ECBRPRW85_RFC1335,poweredOn,False,False,4,4,1,10376,674,normal,4000,0,1212,492,-1,True,False,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-57463,422ed5cd-b3c9-4787-0e8d-0e985e42da5e,,172.20.1.174,172.20.1.174
ecbrprw86,poweredOn,False,False,4,4,1,10376,337,normal,4000,0,1212,337,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14291,af762071-f7d0-4369-8472-1e72932f3d89,,172.20.1.174,172.20.1.174
ecbrprw87,poweredOn,False,False,20,5,4,59860,748,normal,20000,0,6026,778,-1,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-14323,19bcdfe6-8385-4ccb-b9ef-3eb4f4afba74,,172.20.1.174,172.20.1.174
ecbrprw89,poweredOn,False,False,8,4,2,23944,838,normal,8000,0,2413,867,-1,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-14582,422ec7be-a76b-6431-8902-ad719580afae,,172.20.1.174,172.20.1.174
ecbrprw90,poweredOn,False,False,8,4,2,23944,419,normal,8000,0,2412,448,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-14605,422e0e07-65a6-9282-158c-3eddb40a499b,,172.20.1.174,172.20.1.174
ecbrprw91,poweredOn,False,False,4,2,2,10376,389,normal,4000,0,1212,389,-1,True,False,,"Sat Jul  5 20:00:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_WIN_TOOLS_COLABORATIVAS",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-27839,422e9e20-2a99-b1bd-5e23-387c48bb3aed,,172.20.1.174,172.20.1.174
ecbrprwe25,poweredOn,False,False,12,12,1,35916,2933,normal,12000,0,3614,2214,-1,True,False,,"Wed Jul  9 00:08:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14314,29a9f273-6835-47fd-9594-27c5cc687808,,172.20.1.174,172.20.1.174
ecbrprwe26,poweredOn,False,False,12,12,1,35916,2484,normal,12000,0,3614,2035,-1,True,False,,"Wed Jul  9 00:08:11 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14313,d0a4cb6a-0b05-406d-a390-b63adf09adcd,,172.20.1.174,172.20.1.174
ecbrprwe27,poweredOn,False,False,4,2,2,11972,119,normal,4000,0,1212,119,-1,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-14338,87923e62-d532-425f-aebb-39e4864491c7,,172.20.1.174,172.20.1.174
ecbrprwe31,poweredOn,False,False,4,2,2,11972,239,normal,4000,0,1212,239,-1,True,False,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-14350,ecbfbc0c-eb15-49a6-ad69-779bf091c161,,172.20.1.174,172.20.1.174
ecbrprwe32,poweredOn,False,False,10,5,2,25940,830,normal,10000,0,3016,830,-1,True,False,,"Sat Jul  5 08:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-14322,4885f98d-80a4-4e88-860e-dfe55e235a6f,,172.20.1.174,172.20.1.174
ecbrprwe33,poweredOn,False,False,10,5,2,25940,648,normal,10000,0,3011,674,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-14300,f6357ce9-6834-4435-9f0b-ec9d68e0d94c,,172.20.1.174,172.20.1.174
ecbrprwe34,poweredOn,False,False,4,2,2,10376,363,normal,4000,0,1212,363,-1,True,False,,"Sat Jul  5 08:00:20 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-14354,2970c02f-3dff-4be1-8418-e08187404dc5,,172.20.1.174,172.20.1.174
ecbrprwe35,poweredOn,False,False,2,1,2,5986,329,normal,2000,0,631,329,-1,True,False,,"Sat Jul  5 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-14607,422e84e9-275f-5875-b52e-f634e360632c,,172.20.1.174,172.20.1.174
ecbrprwe36,poweredOn,False,False,2,1,2,5188,311,normal,2000,0,631,311,-1,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-14608,422e91cc-3528-29b5-6018-a74def427c8f,,172.20.1.174,172.20.1.174
ECBRPRXDR,poweredOn,False,False,8,8,1,23944,1706,normal,8000,0,2409,1795,-1,False,False,,"Sun Jul  6 12:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,CentOS 7 (64-bit),Rocky Linux (64-bit),vm-10172,422e6807-26da-ca1d-0c7b-50ec30a364e7,,172.20.1.174,172.20.1.174
ecbrtsap1,poweredOn,False,False,4,2,2,9188,3813,normal,4000,0,2431,6454,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4436,422eb1b7-91f5-d93d-d7f9-e45bf7d34740,,172.20.1.174,172.20.1.174
ecbrtsap2,poweredOn,False,False,4,2,2,9188,528,normal,4000,0,2426,941,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3686,422e2271-bc90-cae2-b9cb-fb0235c6ba1c,,172.20.1.174,172.20.1.174
ecbrtsap3,poweredOn,False,False,2,1,2,4594,367,normal,2000,0,1213,597,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3683,422e98c8-78c8-a255-4cb4-d7b69ecf8ede,,172.20.1.174,172.20.1.174
ecbrtsap4,poweredOn,False,False,2,1,2,4594,436,normal,2000,0,1213,666,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3684,422ebb3b-5325-6cc9-86a1-008b66298752,,172.20.1.174,172.20.1.174
ecbrtsap5,poweredOn,False,False,4,2,2,9188,482,normal,4000,0,2426,758,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4223,422efd6a-32b6-2cf9-c4d6-4896c4f48be8,,172.20.1.174,172.20.1.174
ecbrtsap6,poweredOn,False,False,4,2,2,9188,206,normal,4000,0,2426,321,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4357,422e6f76-6427-c9c6-6084-955251b48b6a,,172.20.1.174,172.20.1.174
ecbrtsass02,poweredOn,False,False,4,2,2,9188,482,normal,4000,0,2426,780,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-14258,422ee060-656a-91ae-7de4-5125d83a6273,,172.20.1.174,172.20.1.174
ecbrtscc01,poweredOn,False,False,2,1,2,4594,872,normal,2000,0,1213,1194,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3228,423e01eb-2e8e-9584-d5ed-08d3c60830b0,,172.20.1.174,172.20.1.174
ecbrtscl03,poweredOn,False,False,4,2,2,9188,551,normal,4000,0,2426,918,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7592,422edc26-2d22-62d2-85c1-56df1a63a687,,172.20.1.174,172.20.1.174
ecbrtscl04,poweredOn,False,False,4,2,2,9188,574,normal,4000,0,2426,987,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7593,422ec5e6-42a3-fb8c-70da-995f1c997bce,,172.20.1.174,172.20.1.174
ecbrtscl05,poweredOn,False,False,4,2,2,9188,620,normal,4000,0,2426,1010,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7602,422e2ef3-9186-df9b-ff42-39bf8aa02f63,,172.20.1.174,172.20.1.174
ecbrtsf02,poweredOn,False,False,4,2,2,9188,1309,normal,4000,0,2426,1263,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-13570,423e7640-07e4-a13b-044f-2df37040a081,,172.20.1.174,172.20.1.174
ecbrtsf02clon,poweredOn,False,False,4,2,2,9188,597,normal,4000,0,2426,643,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-46539,422e2acd-b9c0-3056-518f-12c664b04550,,172.20.1.174,172.20.1.174
ecbrtsf03,poweredOn,False,False,4,4,1,9188,367,normal,4000,0,2426,620,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7615,422e2f56-797b-2929-44db-745a12d4cbaf,,172.20.1.174,172.20.1.174
ECBRTSF04,poweredOn,False,False,2,1,2,4594,367,normal,2000,0,1213,666,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-17416,422e4a9b-ee49-0ec1-b5f9-126893309a0d,,172.20.1.174,172.20.1.174
ecbrtsf05,poweredOn,False,False,2,1,2,4594,849,normal,2000,0,1213,1538,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-38570,422ed4e4-fc07-6354-9689-d85ac966db84,,172.20.1.174,172.20.1.174
ecbrtsh01,poweredOn,False,False,4,2,2,9188,367,normal,4000,0,2426,574,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3214,423e9c67-97b6-7e80-ec12-ce29a4737fae,,172.20.1.174,172.20.1.174
ecbrtsh03,poweredOn,False,False,2,1,2,4594,229,normal,2000,0,1213,367,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-38571,422e96b2-595d-8b47-b72a-cef6c72e2008,,172.20.1.174,172.20.1.174
ECBRTSH04,poweredOn,False,False,2,1,2,4594,229,normal,2000,0,1213,344,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-54808,422ec662-e6eb-0dec-76b9-69106c2026cf,,172.20.1.174,172.20.1.174
ecbrtskc01,poweredOn,False,False,2,1,2,4594,1102,normal,2000,0,1213,1079,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3138,423efba0-19f8-4cb1-85fe-c562b4d5c499,,172.20.1.174,172.20.1.174
ecbrtskf01,poweredOn,False,False,2,1,2,4594,1079,normal,2000,0,1213,1079,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3227,423ec42d-514c-5580-c61d-274e99fda6b9,,172.20.1.174,172.20.1.174
ecbrtskw01,poweredOn,False,False,2,1,2,4594,390,normal,2000,0,1213,620,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3174,423ebd39-48e7-e586-2139-bf832cd48c9f,,172.20.1.174,172.20.1.174
ecbrtslx03,poweredOn,False,False,3,3,1,6891,0,normal,3000,0,1820,0,-1,False,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-10098,422eb230-50ec-8562-8bc4-ac120b6610bb,,172.20.1.174,172.20.1.174
ecbrtspocAD_client,poweredOn,False,False,2,2,1,4594,22,normal,2000,0,1213,22,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-10083,422e9171-5f83-4616-9e84-2d0043d02054,,172.20.1.174,172.20.1.174
ecbrtspoccl01,poweredOn,False,False,2,1,2,4594,321,normal,2000,0,1213,459,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-20134,422e5ff1-1510-28ed-3bef-b3721c1945fd,,172.20.1.174,172.20.1.174
ecbrtspoccl02,poweredOn,False,False,2,1,2,4594,252,normal,2000,0,1213,367,-1,False,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-19362,422e3eba-fdc5-2856-fd3f-d4b6ebbe71ba,,172.20.1.174,172.20.1.174
ecbrtsq10,poweredOn,False,False,2,2,1,4594,482,normal,2000,0,1213,528,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-3213,423eb18f-2443-eeca-bdbd-2b3bfd6f5c66,,172.20.1.174,172.20.1.174
ecbrtsq15,poweredOn,False,False,2,2,1,4594,1286,normal,2000,0,1213,1929,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-3143,423efb25-39e8-5cd0-05eb-3363a73d98c8,,172.20.1.174,172.20.1.174
ecbrtsq17,poweredOn,False,False,4,2,2,9188,1837,normal,4000,0,2426,3514,-1,True,False,,"Wed Nov 13 09:43:51 2024 -0500,ecbrprps1.bgr.com,Test_UIO_VM_ECBRTSQ17",DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3153,423e10bc-0a40-35b5-2bed-62cfabba60ba,,172.20.1.174,172.20.1.174
ecbrtsq18,poweredOn,False,False,4,2,2,9188,1883,normal,4000,0,2426,3675,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3219,423eda59-c3b6-8105-f56f-fe83fd658023,,172.20.1.174,172.20.1.174
ecbrtsq18clon,poweredOn,False,False,4,2,2,9188,413,normal,4000,0,2426,620,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-46541,422ea4ec-a83c-d87f-1584-fb2bd681ba8f,,172.20.1.174,172.20.1.174
